"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","price","special_price","weight","msrp","status","is_recurring","visibility","tax_class_id","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites"
"admin","base","Default","simple","3,4,26,28","1211","0","Motorola 1","","","/2/_/2.jpg","/2/_/2.jpg","/2/_/2.jpg","a1","a1.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","19.9900","","150.0000","","Enabled","No","Catalog, Search","Shipping","Channel 2-Way Bussines Radio","Bussines Radio","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Motorola 1","0","simple","",""
"admin","base","Default","simple","3,4,26,28","1121","0","Motorola UHF","","","/1/_/1_1_3.jpg","/1/_/1_1_3.jpg","/1/_/1_1_3.jpg","motorola-uhf","motorola-uhf.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","199.9900","","150.0000","","Enabled","No","Catalog, Search","Shipping","Business Two-Way Radio - CLP1010","Business","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Motorola UHF","0","simple","",""
"admin","base","Default","simple","3,4,26,28","1123","0","RADIO","","","/3/_/3.jpg","/3/_/3.jpg","/3/_/3.jpg","radio","radio.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","199.9900","","150.0000","","Enabled","No","Catalog, Search","Shipping","RADIO,TWO WAY BUSINESS","TWO WAY BUSINESS","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","RADIO","0","simple","",""
"admin","base","Default","simple","3,4,26,28","1124","0","Motorola Talkabout","","","/4/_/4.jpg","/4/_/4.jpg","/4/_/4.jpg","motorola-talkabout","motorola-talkabout.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","199.9900","","150.0000","","Enabled","No","Catalog, Search","Shipping","Motorola Talkabout Two-Way Radio - MJ270","Two-Way Radio - MJ270","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Motorola Talkabout","0","simple","",""
"admin","base","Default","simple","3,4,26,28","1125","0","Motorola Talkabout Two-Way Radio - MJ270","","","/5/_/5.jpg","/5/_/5.jpg","/5/_/5.jpg","motorola-talkabout-two-way-radio-mj270","motorola-talkabout-two-way-radio-mj270.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","70.4900","","150.0000","","Enabled","No","Catalog, Search","Shipping","MJ270","Motorola","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Motorola Talkabout Two-Way Radio - MJ270","0","simple","",""
"admin","base","Default","simple","3,4,26,28","1126","0","Motorola MS350R 22 Channel 35 Mile Two-W","","","/6/_/6.jpg","/6/_/6.jpg","/6/_/6.jpg","motorola-ms350r-22-channel-35-mile-two-w","motorola-ms350r-22-channel-35-mile-two-w.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","89.9900","","150.0000","","Enabled","No","Catalog, Search","Shipping","Motorola MS350R","Motorola","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Motorola MS350R 22 Channel 35 Mile Two-W","0","simple","",""
"admin","base","Default","simple","3,4,18,27","1111","0","NETTALK DUO","","","/1/_/1_1_1.jpg","/1/_/1_1_1.jpg","/1/_/1_1_1.jpg","nettalk-duo","nettalk-duo.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","100.0000","","Enabled","No","Catalog, Search","Shipping","WIFI MCAFEE BUNDLE- 1 MONTH FREE","WIFI MCAFEE BUNDLE","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","NETTALK DUO","0","simple","",""
"admin","base","Default","simple","3,4,18,27","1112","0","Samsung HM1300","","","/2/_/2_1.jpg","/2/_/2_1.jpg","/2/_/2_1.jpg","samsung-hm1300","samsung-hm1300.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","12.9900","","100.0000","","Enabled","No","Catalog, Search","Shipping","Bluetooth Handsfree Headset","Samsung HM1300","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Samsung HM1300","0","simple","",""
"admin","base","Default","simple","3,4,18,27","1113","0","Samsung HM1900","","","/3/_/3_1.jpg","/3/_/3_1.jpg","/3/_/3_1.jpg","samsung-hm1900","samsung-hm1900.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","19.9900","","100.0000","","Enabled","No","Catalog, Search","Shipping","Bluetooth Handsfree Headset","Samsung HM1900","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Samsung HM1900","0","simple","",""
"admin","base","Default","simple","3,4,18,27","1114","0","Kensington PowerBolt 3.4","","","/4/_/4_1.jpg","/4/_/4_1.jpg","/4/_/4_1.jpg","kensington-powerbolt-3-4","kensington-powerbolt-3-4.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","29.9900","","100.0000","","Enabled","No","Catalog, Search","Shipping","Fast Charger - K38119WW","Kensington PowerBolt 3.4","","","","","","","","","10.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Kensington PowerBolt 3.4","0","simple","",""
